Week,Home,Away,HomeScore,AwayScore,Margin,PredProb,Confidence,Vegas,HomeRest,AwayRest,Temp,Wind,Roof,Surface,HomeTurnovers,AwayTurnovers,HomeRushEPA,AwayRushEPA,HomePassEPA,AwayPassEPA
7,GB,HOU,24.0,22.0,2.0,0.1936246017089822,0.3063753982910178,-3.0,7,7,N/A,N/A,unknown,unknown,2.0,0.0,-3.7583963871002197,2.123133420944214,-0.6216179132461548,-11.363515853881836
7,MIN,DET,29.0,31.0,2.0,0.8937981699606578,0.39379816996065775,-1.0,14,7,N/A,N/A,unknown,unknown,1.0,1.0,3.593168258666992,-9.3326416015625,0.18000082671642303,14.917896270751953
7,LA,LV,20.0,15.0,5.0,0.09226369551701952,0.4077363044829805,-7.0,14,7,N/A,N/A,unknown,unknown,1.0,4.0,-9.387659072875977,-1.241492509841919,-7.252890586853027,-24.2965087890625
7,ARI,LAC,17.0,15.0,2.0,0.07076374103746572,0.42923625896253426,1.0,8,8,N/A,N/A,unknown,unknown,1.0,1.0,1.153236985206604,-2.5446534156799316,-0.34208449721336365,13.250134468078613
8,LA,MIN,30.0,20.0,10.0,0.3350077170485998,0.16499228295140023,3.0,4,4,N/A,N/A,unknown,unknown,1.0,0.0,-6.2193732261657715,-3.176825523376465,15.890277862548828,8.468241691589355
8,CLE,BAL,29.0,24.0,5.0,0.03377553895395449,0.46622446104604554,7.5,7,6,N/A,N/A,unknown,unknown,1.0,0.0,-3.0749905109405518,-1.9377453327178955,12.84656047821045,7.565711975097656
8,NE,NYJ,25.0,22.0,3.0,0.05119755484247321,0.44880244515752676,7.0,7,7,N/A,N/A,unknown,unknown,0.0,0.0,2.419858932495117,1.5965781211853027,-1.1111148595809937,5.162739276885986
9,BUF,MIA,30.0,27.0,3.0,0.46271788978523726,0.03728211021476274,-6.5,7,7,N/A,N/A,unknown,unknown,1.0,1.0,0.7324411869049072,0.4841940999031067,7.873416900634766,17.544328689575195
9,CAR,NO,23.0,22.0,1.0,0.06721127157925913,0.4327887284207409,7.0,7,7,N/A,N/A,unknown,unknown,1.0,0.0,-1.2373679876327515,7.358375549316406,0.3879969120025635,3.2076706886291504
10,NO,ATL,20.0,17.0,3.0,0.20031808303717985,0.29968191696282015,3.5,7,7,N/A,N/A,unknown,unknown,0.0,1.0,-6.026381492614746,6.628354072570801,6.2228569984436035,-1.2454464435577393
11,CHI,GB,19.0,20.0,1.0,0.7910156064455459,0.2910156064455459,6.0,7,14,N/A,N/A,unknown,unknown,0.0,1.0,10.635114669799805,-0.6696732044219971,4.140344619750977,13.075745582580566
11,PIT,BAL,18.0,16.0,2.0,0.13795774458844978,0.3620422554115502,3.0,7,10,N/A,N/A,unknown,unknown,1.0,3.0,-6.461009979248047,0.7255643606185913,-11.591212272644043,-1.4916210174560547
11,SF,SEA,17.0,20.0,3.0,0.9098851736893442,0.4098851736893442,-6.0,7,14,N/A,N/A,unknown,unknown,1.0,1.0,5.101639270782471,0.9590411186218262,0.7670178413391113,-0.7549310326576233
11,BUF,KC,30.0,21.0,9.0,0.3911445484742941,0.10885545152570592,-2.5,7,7,N/A,N/A,unknown,unknown,1.0,2.0,1.2717723846435547,0.5351918935775757,5.961758613586426,5.599778175354004
12,HOU,TEN,27.0,32.0,5.0,0.5829643520981206,0.08296435209812059,-8.0,6,7,N/A,N/A,unknown,unknown,2.0,2.0,-5.892223834991455,-6.291632652282715,-6.365417957305908,-2.4089858531951904
12,WAS,DAL,26.0,34.0,8.0,0.6233772440628437,0.12337724406284367,-10.5,10,6,N/A,N/A,unknown,unknown,3.0,1.0,6.668449401855469,-11.908681869506836,-6.082592487335205,8.539612770080566
13,NE,IND,24.0,25.0,1.0,0.813614538707084,0.313614538707084,2.5,7,7,N/A,N/A,unknown,unknown,1.0,2.0,4.406033515930176,5.6146674156188965,6.740952968597412,-1.4226152896881104
13,CAR,TB,23.0,26.0,3.0,0.760731618164625,0.260731618164625,6.5,7,7,N/A,N/A,unknown,unknown,1.0,2.0,-4.37618350982666,3.910947561264038,4.5183329582214355,-8.121109008789062
14,LA,BUF,44.0,42.0,2.0,0.15994302359523666,0.34005697640476334,3.5,7,7,N/A,N/A,unknown,unknown,0.0,0.0,-3.9983773231506348,7.343696117401123,24.564090728759766,16.823644638061523
15,SF,LA,6.0,12.0,6.0,0.6294587890455398,0.12945878904553976,-3.0,4,4,N/A,N/A,unknown,unknown,1.0,0.0,-4.535260200500488,-0.3167670965194702,-10.566544532775879,-5.896531105041504
15,JAX,NYJ,25.0,32.0,7.0,0.5544971554433356,0.054497155443335554,3.5,7,7,N/A,N/A,unknown,unknown,2.0,0.0,4.762960433959961,7.690590858459473,5.507388591766357,12.721322059631348
15,DET,BUF,42.0,48.0,6.0,0.6173538915053903,0.11735389150539033,-2.5,10,7,N/A,N/A,unknown,unknown,1.0,0.0,-2.2736449241638184,10.826587677001953,27.9984130859375,19.885845184326172
16,WAS,PHI,36.0,33.0,3.0,0.26946502012486473,0.23053497987513527,4.0,7,7,N/A,N/A,unknown,unknown,5.0,1.0,-6.935068130493164,6.209200859069824,4.388525485992432,-4.34587287902832
16,DAL,TB,26.0,24.0,2.0,0.18339796502396608,0.3166020349760339,4.5,7,7,N/A,N/A,unknown,unknown,0.0,2.0,-10.816104888916016,7.244851112365723,9.254545211791992,2.2010984420776367
18,GB,CHI,22.0,24.0,2.0,0.8185299691739063,0.3185299691739063,-10.0,7,10,N/A,N/A,unknown,unknown,2.0,2.0,-1.0038585662841797,-4.237974643707275,-4.613336086273193,-1.5579395294189453
