Week,Home,Away,HomeScore,AwayScore,Margin,Predicted_Prob,Correct,Vegas,Elo_Diff,QB_Diff,EPA_Diff,HomeRest,AwayRest,HomeTurnovers,AwayTurnovers,Regimes
9,BAL,DEN,41.0,10.0,31.0,0.9836058459827579,True,-9.0,-3.477083867374631,1.7673903738125318,32.80058002471924,7,7,0.0,1.0,"BLOWOUT_EXPECTED,MID_SEASON"
9,BUF,MIA,30.0,27.0,3.0,0.46271788978523726,False,-6.5,137.54517657543533,39.66871538406667,-9.42266470193863,7,7,1.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON"
9,CAR,NO,23.0,22.0,1.0,0.06721127157925913,False,7.0,-10.528558002459476,-18.582795884124835,-11.415417313575745,7,7,1.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,MID_SEASON"
9,CIN,LV,41.0,24.0,17.0,0.8975074008731289,True,-8.0,37.03749038049568,-7.3276113717483895,22.901764512062073,7,7,1.0,2.0,"BLOWOUT_EXPECTED,MID_SEASON"
9,CLE,LAC,10.0,27.0,17.0,0.05245867798269884,True,2.0,-81.38170704498884,0.305277144598449,-22.28057461977005,7,7,3.0,0.0,"CLOSE_GAME,MID_SEASON"
9,NYG,WAS,22.0,27.0,5.0,0.27614353823989135,True,4.5,-138.0838796049868,-37.12166593670668,-3.6045665740966797,6,7,1.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON,MINOR_REST_ADVANTAGE"
9,TEN,NE,20.0,17.0,3.0,0.8134180649080063,True,-3.0,-4.282881755293374,-5.38155582825857,6.832139015197754,7,7,1.0,3.0,"MEDIUM_SPREAD,MID_SEASON"
9,ARI,CHI,29.0,9.0,20.0,0.9654733335342595,True,-1.5,-0.05435216983642022,-5.898180766925634,17.752781867980957,7,7,2.0,0.0,"CLOSE_GAME,MID_SEASON"
9,PHI,JAX,28.0,23.0,5.0,0.9650873344823495,True,-7.5,115.43551405099879,62.69535350653291,15.615762591362,7,7,1.0,2.0,"BLOWOUT_EXPECTED,MID_SEASON"
9,GB,DET,14.0,24.0,10.0,0.29269223103186276,True,2.5,-41.931933420959695,-27.501949363250333,-4.940325021743774,7,7,1.0,0.0,"CLOSE_GAME,DIVISION_GAME,MID_SEASON"
9,SEA,LA,20.0,26.0,6.0,0.1636416929668625,True,1.5,6.373551931065549,5.170386102544853,-16.257925271987915,7,10,3.0,1.0,"CLOSE_GAME,DIVISION_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
9,MIN,IND,21.0,13.0,8.0,0.9474803266428038,True,-6.5,34.02237957918146,32.73168278556159,11.06034541130066,10,7,3.0,2.0,"MEDIUM_SPREAD,MID_SEASON,MAJOR_REST_ADVANTAGE"
9,KC,TB,30.0,24.0,6.0,0.8618592597061614,True,-9.0,123.71523039125191,68.04189965829914,5.4680845737457275,8,8,1.0,0.0,"BLOWOUT_EXPECTED,MID_SEASON"
10,BAL,CIN,35.0,34.0,1.0,0.9725889180760213,True,-6.0,63.52148059511478,38.44003479037974,7.538861274719238,4,4,0.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON"
10,CAR,NYG,20.0,17.0,3.0,0.9762751402773314,True,6.5,4.46775089641028,18.375362068318054,12.176538467407227,7,7,1.0,3.0,"MEDIUM_SPREAD,MID_SEASON"
10,CHI,NE,3.0,19.0,16.0,0.060257385686499666,True,-6.5,79.34619828094992,18.89869768953463,-22.826390266418457,7,7,0.0,1.0,"MEDIUM_SPREAD,MID_SEASON"
10,IND,BUF,20.0,30.0,10.0,0.03970850075175817,True,4.5,-77.93013943831829,-62.092162992080375,-16.70632028579712,7,7,4.0,2.0,"MEDIUM_SPREAD,MID_SEASON"
10,JAX,MIN,7.0,12.0,5.0,0.04583289991845785,True,7.0,-130.8344936693279,-33.03441021523736,-14.295361518859863,7,7,3.0,3.0,"BLOWOUT_EXPECTED,MID_SEASON"
10,KC,DEN,16.0,14.0,2.0,0.5787554171140824,True,-7.5,97.08989680292325,60.51567826567839,-3.7962512969970703,6,7,0.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,MID_SEASON,MINOR_REST_ADVANTAGE"
10,NO,ATL,20.0,17.0,3.0,0.20031808303717985,False,3.5,-140.9081240382925,-46.231495131481324,-5.186432123184204,7,7,0.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON"
10,TB,SF,20.0,23.0,3.0,0.19202073595964628,True,6.5,-4.449837402290996,-10.053991167361346,-17.99373972415924,6,14,0.0,0.0,"MEDIUM_SPREAD,MID_SEASON,MAJOR_REST_ADVANTAGE"
10,WAS,PIT,27.0,28.0,1.0,0.4477900553146198,True,-1.5,22.230608701545634,-6.882216487281539,-4.95612359046936,7,13,0.0,2.0,"CLOSE_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
10,LAC,TEN,27.0,17.0,10.0,0.6061219789976344,True,-8.0,85.73056841748007,27.687016694068916,2.878881275653839,7,7,0.0,0.0,"BLOWOUT_EXPECTED,MID_SEASON"
10,ARI,NYJ,31.0,6.0,25.0,0.9986121946724197,True,2.0,74.93549065953243,36.61627843291444,29.649943828582764,7,10,0.0,1.0,"CLOSE_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
10,DAL,PHI,6.0,34.0,28.0,0.004868042643509,True,7.5,-93.28422071826776,-35.98631065652785,-30.411630392074585,7,7,5.0,2.0,"BLOWOUT_EXPECTED,DIVISION_GAME,MID_SEASON"
10,HOU,DET,23.0,26.0,3.0,0.22435482116041203,True,4.5,-78.4883186686252,-33.73050293897791,-8.22018039226532,10,7,2.0,5.0,"MEDIUM_SPREAD,MID_SEASON,MAJOR_REST_ADVANTAGE"
10,LA,MIA,15.0,23.0,8.0,0.4334564158336797,True,-2.5,75.08038716454371,12.439403523121427,-7.248611927032471,8,8,2.0,2.0,"CLOSE_GAME,MID_SEASON"
11,PHI,WAS,26.0,18.0,8.0,0.9982796421411959,True,-4.5,14.599854829276182,46.683380224334314,20.848487555980682,4,4,0.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON"
11,CHI,GB,19.0,20.0,1.0,0.7910156064455459,False,6.0,-61.82246689015028,-23.80879636947361,2.369386911392212,7,14,0.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
11,DET,JAX,52.0,6.0,46.0,0.9999566224312614,True,-14.0,223.37161131078005,78.50073986754819,55.23970556259155,7,7,0.0,1.0,"BLOWOUT_EXPECTED,MID_SEASON"
11,MIA,LV,34.0,19.0,15.0,0.8965247876598434,True,-8.0,21.354635972034657,19.955165658079068,13.872778177261353,6,14,0.0,1.0,"BLOWOUT_EXPECTED,MID_SEASON,MAJOR_REST_ADVANTAGE"
11,NE,LA,22.0,28.0,6.0,0.27365298686788,True,4.0,-24.06995369069773,-0.3414558777099046,-10.580321431159973,7,6,2.0,0.0,"MEDIUM_SPREAD,MID_SEASON,MINOR_REST_ADVANTAGE"
11,NO,CLE,35.0,14.0,21.0,0.9783051103067192,True,1.0,8.797702103753636,-7.536540262234666,21.063398361206055,7,14,2.0,0.0,"CLOSE_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
11,NYJ,IND,27.0,28.0,1.0,0.20715001208129974,True,-4.0,-54.51237440426894,-8.162522140371038,-8.412059962749481,7,7,0.0,1.0,"MEDIUM_SPREAD,MID_SEASON"
11,PIT,BAL,18.0,16.0,2.0,0.13795774458844978,False,3.0,0.20673253402810587,-12.039117910329423,-17.286165595054626,7,10,1.0,3.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
11,TEN,MIN,13.0,23.0,10.0,0.21753353887011095,True,6.0,-146.27157799044608,-58.35774007540431,-4.308197855949402,7,7,1.0,1.0,"MEDIUM_SPREAD,MID_SEASON"
11,DEN,ATL,38.0,6.0,32.0,0.9974670276182191,True,-2.0,-10.749606951293345,-13.027892141086568,37.83303415775299,7,7,0.0,1.0,"CLOSE_GAME,MID_SEASON"
11,SF,SEA,17.0,20.0,3.0,0.9098851736893442,False,-6.0,61.24505925107974,24.133343531810397,5.664547026157379,7,14,1.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
11,BUF,KC,30.0,21.0,9.0,0.3911445484742941,False,-2.5,-44.803915726012974,-24.30337074817271,1.0985609292984009,7,7,1.0,2.0,"CLOSE_GAME,MID_SEASON"
11,LAC,CIN,34.0,27.0,7.0,0.6175104496396987,True,-1.0,66.97493729975326,44.155504085478015,-5.426147758960724,7,10,1.0,0.0,"CLOSE_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
11,DAL,HOU,10.0,34.0,24.0,0.0021138130918681008,True,7.5,-76.4092506708887,-24.90002599118111,-35.75264883041382,8,8,1.0,1.0,"BLOWOUT_EXPECTED,MID_SEASON"
12,CLE,PIT,24.0,19.0,5.0,0.8369124900744925,True,3.5,-176.42322081976522,-46.983270348203405,6.792472004890442,4,4,3.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON"
12,CAR,KC,27.0,30.0,3.0,0.04951329460535695,True,11.0,-190.66889868387943,-89.4383103539958,-8.848948955535889,14,7,0.0,0.0,"BLOWOUT_EXPECTED,MID_SEASON,MAJOR_REST_ADVANTAGE"
12,CHI,MIN,27.0,30.0,3.0,0.2523866795789346,True,3.0,-123.66028000506935,-75.06995891343922,0.25907039642333984,7,7,0.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON"
12,HOU,TEN,27.0,32.0,5.0,0.5829643520981206,False,-8.0,140.8334980754562,49.815358592742086,-3.557023286819458,6,7,2.0,2.0,"BLOWOUT_EXPECTED,DIVISION_GAME,MID_SEASON,MINOR_REST_ADVANTAGE"
12,IND,DET,6.0,24.0,18.0,0.021151103313668998,True,7.0,-137.62362990345605,-90.13899100602521,-14.417681455612183,7,7,0.0,0.0,"BLOWOUT_EXPECTED,MID_SEASON"
12,MIA,NE,34.0,15.0,19.0,0.8916835564882968,True,-7.5,47.713927080280655,29.756558188231566,13.58376407623291,7,7,1.0,2.0,"BLOWOUT_EXPECTED,DIVISION_GAME,MID_SEASON"
12,NYG,TB,7.0,30.0,23.0,0.03693309097476385,True,6.5,-62.52081507120943,21.2193496305606,-30.16557025909424,14,14,1.0,1.0,"MEDIUM_SPREAD,MID_SEASON"
12,WAS,DAL,26.0,34.0,8.0,0.6233772440628437,False,-10.5,115.97572367387534,11.277113939767787,3.954926013946533,10,6,3.0,1.0,"BLOWOUT_EXPECTED,DIVISION_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
12,LV,DEN,19.0,29.0,10.0,0.06709664021834014,True,6.5,-114.91991288157487,-40.49711302187552,-17.554383277893066,7,7,2.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,MID_SEASON"
12,GB,SF,38.0,10.0,28.0,0.982858060365803,True,-6.5,66.6700804358004,21.22787543940649,22.620656967163086,7,7,0.0,3.0,"MEDIUM_SPREAD,MID_SEASON"
12,SEA,ARI,16.0,6.0,10.0,0.7390721113594966,True,1.0,-40.83492798385237,-22.067693166867684,6.481376647949219,7,14,1.0,1.0,"CLOSE_GAME,DIVISION_GAME,MID_SEASON,MAJOR_REST_ADVANTAGE"
12,LA,PHI,20.0,37.0,17.0,0.01704090755726622,True,3.0,-113.98107331183678,-51.31042844956892,-22.578235149383545,7,10,1.0,0.0,"MEDIUM_SPREAD,MID_SEASON,MAJOR_REST_ADVANTAGE"
12,LAC,BAL,23.0,30.0,7.0,0.14086865459796719,True,3.0,2.8362442963807553,6.985982549440678,-17.7326797246933,8,8,0.0,0.0,"MEDIUM_SPREAD,MID_SEASON"
13,DET,CHI,23.0,20.0,3.0,0.9941306427105291,True,-9.5,195.39949160660035,115.49631407448669,9.894771546125412,4,4,1.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
13,DAL,NYG,27.0,20.0,7.0,0.9212693505567404,True,-4.5,81.51620598591012,-8.792003107210576,4.143665552139282,4,4,0.0,2.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
13,GB,MIA,30.0,17.0,13.0,0.9634351738911683,True,-3.5,89.32372072507269,11.423599410412635,5.595552086830139,4,4,0.0,0.0,"MEDIUM_SPREAD,LATE_SEASON"
13,KC,LV,19.0,17.0,2.0,0.9192078654796274,True,-13.5,238.0471510040377,114.57280101788706,-7.213012218475342,5,5,0.0,1.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
13,ATL,LAC,13.0,17.0,4.0,0.46336639100792076,True,1.0,-20.475612936701054,-18.37709178139471,-4.660519123077393,14,6,4.0,1.0,"CLOSE_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
13,CIN,PIT,38.0,44.0,6.0,0.029251421987630706,True,-3.0,-95.67934250334201,-49.4039106207847,-15.78507375717163,14,10,3.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
13,JAX,HOU,20.0,23.0,3.0,0.4566901037459486,True,3.5,-114.38073239824098,-54.45756689788527,2.8481340408325195,14,7,1.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
13,MIN,ARI,23.0,22.0,1.0,0.819773889162153,True,-3.5,95.92177668586214,51.15290897646628,-0.6917910575866699,7,7,1.0,2.0,"MEDIUM_SPREAD,LATE_SEASON"
13,NE,IND,24.0,25.0,1.0,0.813614538707084,False,2.5,-77.76015963582336,-5.147553482132707,6.954934358596802,7,7,1.0,2.0,"CLOSE_GAME,LATE_SEASON"
13,NYJ,SEA,21.0,26.0,5.0,0.03957887643125983,True,-1.0,-94.96509554108161,-51.15959172846647,-16.908934116363525,14,7,2.0,0.0,"CLOSE_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
13,WAS,TEN,42.0,19.0,23.0,0.9714907447240996,True,-6.0,73.80092006258087,-7.5412965442105815,23.70327401161194,7,7,1.0,1.0,"MEDIUM_SPREAD,LATE_SEASON"
13,CAR,TB,23.0,26.0,3.0,0.760731618164625,False,6.5,-65.68073678791052,-18.47477986049421,4.3523108959198,7,7,1.0,2.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
13,NO,LA,14.0,21.0,7.0,0.3256069232148169,True,2.5,-24.99220343760817,8.069837901116216,-11.687319099903107,14,7,0.0,0.0,"CLOSE_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
13,BAL,PHI,19.0,24.0,5.0,0.3607730641417371,True,-3.0,-23.624883943015902,-22.071638925966226,-1.9480981230735779,6,7,0.0,0.0,"MEDIUM_SPREAD,LATE_SEASON,MINOR_REST_ADVANTAGE"
13,BUF,SF,35.0,10.0,25.0,0.9964802530479858,True,-6.5,138.66793573772702,66.44629329517397,26.57902193069458,14,7,0.0,2.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
13,DEN,CLE,41.0,32.0,9.0,0.8747701573275752,True,-6.5,117.46656405769818,22.809154513829753,8.5163893699646,8,11,2.0,3.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
14,DET,GB,34.0,31.0,3.0,0.6122775542696653,True,-3.0,77.33291681395212,51.31271000530387,-6.113178253173828,7,7,1.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
14,MIA,NYJ,32.0,26.0,6.0,0.736127167356307,True,-6.5,55.267509280627564,62.91283500060467,-0.17048963904380798,10,7,0.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
14,MIN,ATL,42.0,21.0,21.0,0.9863899170633491,True,-6.0,124.25371892734165,71.43726817031938,18.214239835739136,7,7,0.0,2.0,"MEDIUM_SPREAD,LATE_SEASON"
14,NYG,NO,11.0,14.0,3.0,0.42021174044241477,True,5.5,-49.50425870127788,-1.3863121106162453,-5.797428131103516,10,7,1.0,1.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
14,PHI,CAR,22.0,16.0,6.0,0.9187798322711658,True,-14.0,224.74894938515763,111.81972538738637,4.627312779426575,7,7,0.0,1.0,"BLOWOUT_EXPECTED,LATE_SEASON"
14,PIT,CLE,27.0,14.0,13.0,0.8079621668159863,True,-6.0,166.8716799792894,43.94013164339299,0.299990713596344,7,6,1.0,2.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
14,TB,LV,28.0,13.0,15.0,0.9431603036216785,True,-7.0,100.9320794380667,43.39290567463081,16.65978693962097,7,9,3.0,2.0,"BLOWOUT_EXPECTED,LATE_SEASON,MINOR_REST_ADVANTAGE"
14,TEN,JAX,6.0,10.0,4.0,0.2338018229510453,True,-3.0,44.1683354086274,-4.805590022279148,-9.366867423057556,7,7,0.0,2.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
14,ARI,SEA,18.0,30.0,12.0,0.07611991548195167,True,-3.0,-35.022440348082455,-14.573298645435443,-14.760958731174469,7,7,2.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
14,LA,BUF,44.0,42.0,2.0,0.15994302359523666,False,3.5,-133.92363049486357,-68.13989078406576,-3.6016273498535156,7,7,0.0,0.0,"MEDIUM_SPREAD,LATE_SEASON"
14,SF,CHI,38.0,13.0,25.0,0.9957924845300039,True,-3.0,11.749229985821785,28.83107853573847,31.673095226287842,7,10,1.0,1.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
14,KC,LAC,19.0,17.0,2.0,0.6519943661690624,True,-5.0,97.57274069991513,47.725601047513464,-4.794154763221741,9,7,0.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
14,DAL,CIN,20.0,27.0,7.0,0.45686931885873583,True,5.0,10.622599891550863,33.107594152921365,-9.805286884307861,11,8,1.0,1.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
15,SF,LA,6.0,12.0,6.0,0.6294587890455398,False,-3.0,-33.475370517472356,-15.663512693223993,-8.888506531715393,4,4,1.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
15,CAR,DAL,14.0,30.0,16.0,0.013605665347412954,True,-2.5,-38.75106820257133,-6.848585556869921,-28.93187153339386,7,6,4.0,1.0,"CLOSE_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
15,CLE,KC,7.0,21.0,14.0,0.004158528510034776,True,4.5,-252.71970446200817,-107.74688836809378,-21.866934061050415,7,7,5.0,0.0,"MEDIUM_SPREAD,LATE_SEASON"
15,HOU,MIA,20.0,12.0,8.0,0.7441265874999982,True,-2.5,49.48360953025167,5.343815504814074,4.241229772567749,14,7,1.0,4.0,"CLOSE_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
15,JAX,NYJ,25.0,32.0,7.0,0.5544971554433356,False,3.5,14.844745166830762,54.609916779390915,-10.141563892364502,7,7,2.0,0.0,"MEDIUM_SPREAD,LATE_SEASON"
15,NO,WAS,19.0,20.0,1.0,0.09420287821072065,True,7.5,-102.64504225836345,-35.76146957894912,-8.829039335250854,7,14,1.0,0.0,"BLOWOUT_EXPECTED,LATE_SEASON,MAJOR_REST_ADVANTAGE"
15,NYG,BAL,14.0,35.0,21.0,0.00195961506668851,True,16.5,-216.7286692246846,-53.015000817820464,-35.45133554935455,7,14,1.0,1.0,"BLOWOUT_EXPECTED,LATE_SEASON,MAJOR_REST_ADVANTAGE"
15,TEN,CIN,27.0,37.0,10.0,0.08637451623000827,True,6.0,-69.73517686438777,-8.238339556089613,-18.994054317474365,7,6,6.0,3.0,"MEDIUM_SPREAD,LATE_SEASON,MINOR_REST_ADVANTAGE"
15,ARI,NE,30.0,17.0,13.0,0.8985592846443855,True,-6.0,85.53913159149965,30.264152733323954,7.488639831542969,7,14,0.0,1.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
15,DEN,IND,31.0,13.0,18.0,0.8682568903710883,True,-4.5,60.51722148672593,22.192881386235285,9.318210124969482,13,14,3.0,4.0,"MEDIUM_SPREAD,LATE_SEASON,MINOR_REST_ADVANTAGE"
15,DET,BUF,42.0,48.0,6.0,0.6173538915053903,False,-2.5,85.26073421404931,36.5093952834477,-4.987664699554443,10,7,1.0,0.0,"CLOSE_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
15,LAC,TB,17.0,40.0,23.0,0.03437517805324226,True,-3.0,28.017295121987672,19.86334390418915,-29.353184938430786,7,7,2.0,2.0,"MEDIUM_SPREAD,LATE_SEASON"
15,PHI,PIT,27.0,13.0,14.0,0.9813373775920844,True,-5.5,47.247810064216765,35.70604595733084,21.784247398376465,7,7,1.0,1.0,"MEDIUM_SPREAD,LATE_SEASON"
15,SEA,GB,13.0,30.0,17.0,0.05129702712810995,True,3.0,-17.705838021594445,-3.87491314511999,-23.120069980621338,7,10,2.0,1.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
15,MIN,CHI,30.0,12.0,18.0,0.9847174838451674,True,-7.0,189.95927665527165,121.72015578841706,14.577797412872314,8,8,1.0,1.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
15,LV,ATL,9.0,15.0,6.0,0.2821156088439019,True,6.5,-92.68513810066247,-18.901724969631914,-5.057262420654297,8,8,3.0,1.0,"MEDIUM_SPREAD,LATE_SEASON"
16,LAC,DEN,34.0,27.0,7.0,0.779612739918644,True,-3.0,-64.20099570163006,-23.207821332044432,-1.916438639163971,4,4,1.0,0.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
16,KC,HOU,27.0,19.0,8.0,0.888552634528117,True,-3.5,125.48324144359049,68.2362593984642,1.1607580184936523,6,6,0.0,2.0,"MEDIUM_SPREAD,LATE_SEASON"
16,BAL,PIT,34.0,17.0,17.0,0.914368811193285,True,-7.0,-2.864267497241144,4.517038830382717,20.795697927474976,6,6,1.0,2.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
16,ATL,NYG,34.0,7.0,27.0,0.9907369069283755,True,-9.5,169.00203365154493,31.623877182356182,28.633361339569092,6,7,1.0,3.0,"BLOWOUT_EXPECTED,LATE_SEASON,MINOR_REST_ADVANTAGE"
16,CAR,ARI,36.0,30.0,6.0,0.6758186440088253,True,5.5,-106.56841925971594,-28.53518241810957,5.318005204200745,7,7,0.0,2.0,"MEDIUM_SPREAD,LATE_SEASON"
16,CHI,DET,17.0,34.0,17.0,0.006043654130933321,True,7.0,-230.779796487187,-137.60237320604756,-14.50947618484497,6,7,2.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
16,CIN,CLE,24.0,6.0,18.0,0.9517400682732486,True,-10.0,102.48554234291146,13.776512159960248,22.275635600090027,7,7,1.0,3.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
16,IND,TEN,38.0,30.0,8.0,0.9381544761094575,True,-4.0,79.88670993727555,20.26879067164259,11.447224736213684,7,7,1.0,3.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
16,NYJ,LA,9.0,19.0,10.0,0.15991866784587913,True,3.0,-130.90457014440994,-73.9266289775444,-3.287505626678467,7,10,1.0,1.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
16,WAS,PHI,36.0,33.0,3.0,0.26946502012486473,False,4.0,-102.65933379122043,-41.92367121817756,-4.409870624542236,7,7,5.0,1.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
16,SEA,MIN,24.0,27.0,3.0,0.24837722355317207,True,2.5,-104.03807174894632,-65.34970601562736,-1.830815076828003,7,6,2.0,0.0,"CLOSE_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
16,BUF,NE,24.0,21.0,3.0,0.9120516801946125,True,-14.0,234.5570149518005,119.97991603569267,3.6964043974876404,7,7,1.0,3.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
16,LV,JAX,19.0,14.0,5.0,0.6443708227911752,True,-2.5,-10.552231625515333,-20.718615840404027,5.021448493003845,6,7,0.0,2.0,"CLOSE_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
16,MIA,SF,29.0,17.0,12.0,0.8706684515629948,True,2.0,-3.210648273028937,18.875527793530182,7.607987880706787,7,10,0.0,1.0,"CLOSE_GAME,LATE_SEASON,MAJOR_REST_ADVANTAGE"
16,DAL,TB,26.0,24.0,2.0,0.18339796502396608,False,4.5,-76.30586941793376,-20.452698144880515,-11.007509231567383,7,7,0.0,2.0,"MEDIUM_SPREAD,LATE_SEASON"
16,GB,NO,34.0,0.0,34.0,0.9956149589173243,True,-14.0,162.35884283802648,51.46062914687377,34.15434658527374,8,8,0.0,2.0,"BLOWOUT_EXPECTED,LATE_SEASON"
17,PIT,KC,10.0,29.0,19.0,0.040353917254955234,True,3.0,-121.710565127986,-80.18523948248162,-24.891380846500397,4,4,2.0,0.0,"MEDIUM_SPREAD,LATE_SEASON"
17,HOU,BAL,2.0,31.0,29.0,0.011725387674231142,True,5.5,-51.666990653831135,-25.078703924340516,-41.37573528289795,4,4,1.0,0.0,"MEDIUM_SPREAD,LATE_SEASON"
17,CHI,SEA,3.0,6.0,3.0,0.44883660899061556,True,3.5,-101.38277395309524,-66.16484757347439,-7.86578106880188,4,4,1.0,1.0,"MEDIUM_SPREAD,LATE_SEASON"
17,NE,LAC,7.0,40.0,33.0,0.0002444677562454161,True,6.0,-139.72672289234015,-79.67611923604295,-48.90370035171509,6,9,1.0,0.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
17,CIN,DEN,30.0,24.0,6.0,0.6512093560122345,True,-3.5,-39.734939175545605,-31.675971964584278,6.035549283027649,6,9,1.0,1.0,"MEDIUM_SPREAD,LATE_SEASON,MAJOR_REST_ADVANTAGE"
17,LA,ARI,13.0,9.0,4.0,0.7538711871639785,True,-6.5,89.11045030513469,44.41868842588474,-0.9621627330780029,6,6,0.0,2.0,"MEDIUM_SPREAD,DIVISION_GAME,LATE_SEASON"
17,BUF,NYJ,40.0,14.0,26.0,0.9925773756121741,True,-10.0,231.9318803300248,136.03379962142117,17.702491760253906,7,7,0.0,3.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
17,JAX,TEN,20.0,13.0,7.0,0.8408304818677728,True,1.0,-21.791632746934056,12.695353430115347,6.200646623969078,7,7,0.0,1.0,"CLOSE_GAME,DIVISION_GAME,LATE_SEASON"
17,NO,LV,10.0,25.0,15.0,0.09721274343596012,True,2.0,26.109126517668983,12.005922397486074,-20.43061661720276,6,7,2.0,0.0,"CLOSE_GAME,LATE_SEASON,MINOR_REST_ADVANTAGE"
17,NYG,IND,45.0,33.0,12.0,0.6679946190891932,True,7.5,-174.25693879489995,-36.28357047398572,11.450222492218018,7,7,0.0,3.0,"BLOWOUT_EXPECTED,LATE_SEASON"
17,PHI,DAL,41.0,7.0,34.0,0.9965870737359941,True,-7.5,165.7543686952099,67.98395730019092,29.593247652053833,7,7,0.0,4.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
17,TB,CAR,48.0,14.0,34.0,0.9935052914973945,True,-9.5,110.04813530259207,28.948902116808995,32.31778645515442,7,7,0.0,0.0,"BLOWOUT_EXPECTED,DIVISION_GAME,LATE_SEASON"
